word,definition,part_of_speech,points,scrabble_valid,length,first_letter,last_letter
DOORER,Valid English Scrabble word: DOORER,noun,7,true,6,D,R
DOOREST,Valid English Scrabble word: DOOREST,noun,8,true,7,D,T
DOORING,Valid English Scrabble word: DOORING,noun,9,true,7,D,G
DOORLY,Valid English Scrabble word: DOORLY,noun,10,true,6,D,Y
DOORMENT,Valid English Scrabble word: DOORMENT,noun,11,true,8,D,T
DOORNESS,Valid English Scrabble word: DOORNESS,noun,9,true,8,D,S
DOORS,Valid English Scrabble word: DOORS,noun,6,true,5,D,S
DOORTION,Valid English Scrabble word: DOORTION,noun,9,true,8,D,N
DU,Valid English Scrabble word: DU,noun,3,true,2,D,U
EARTH,Valid English Scrabble word: EARTH,noun,8,true,5,E,H
EAT,Valid English Scrabble word: EAT,noun,3,true,3,E,T
EATEN,Valid English Scrabble word: EATEN,noun,5,true,5,E,N
EATER,Valid English Scrabble word: EATER,noun,5,true,5,E,R
EATERS,Valid English Scrabble word: EATERS,noun,6,true,6,E,S
EATING,Valid English Scrabble word: EATING,noun,7,true,6,E,G
EATS,Valid English Scrabble word: EATS,noun,4,true,4,E,S
EB,Valid English Scrabble word: EB,noun,4,true,2,E,B
EC,Valid English Scrabble word: EC,noun,4,true,2,E,C
ED,Valid English Scrabble word: ED,noun,3,true,2,E,D
EF,Valid English Scrabble word: EF,noun,5,true,2,E,F
EG,Valid English Scrabble word: EG,noun,3,true,2,E,G
EH,Valid English Scrabble word: EH,noun,5,true,2,E,H
EJ,Valid English Scrabble word: EJ,noun,9,true,2,E,J
EK,Valid English Scrabble word: EK,noun,6,true,2,E,K
EL,Valid English Scrabble word: EL,noun,2,true,2,E,L
EM,Valid English Scrabble word: EM,noun,4,true,2,E,M
EN,Valid English Scrabble word: EN,noun,2,true,2,E,N
EP,Valid English Scrabble word: EP,noun,4,true,2,E,P
EQ,Valid English Scrabble word: EQ,noun,11,true,2,E,Q
ER,Valid English Scrabble word: ER,noun,2,true,2,E,R
ES,Valid English Scrabble word: ES,noun,2,true,2,E,S
ET,Valid English Scrabble word: ET,noun,2,true,2,E,T
EV,Valid English Scrabble word: EV,noun,5,true,2,E,V
EW,Valid English Scrabble word: EW,noun,5,true,2,E,W
EX,Valid English Scrabble word: EX,noun,9,true,2,E,X
EY,Valid English Scrabble word: EY,noun,5,true,2,E,Y
EZ,Valid English Scrabble word: EZ,noun,11,true,2,E,Z
FA,Valid English Scrabble word: FA,noun,5,true,2,F,A
FE,Valid English Scrabble word: FE,noun,5,true,2,F,E
FI,Valid English Scrabble word: FI,noun,5,true,2,F,I
FIRE,Valid English Scrabble word: FIRE,noun,7,true,4,F,E
FIZZ,Valid English Scrabble word: FIZZ,noun,25,true,4,F,Z
FLOWER,Valid English Scrabble word: FLOWER,noun,12,true,6,F,R
FLOWERED,Valid English Scrabble word: FLOWERED,noun,15,true,8,F,D
FLOWERER,Valid English Scrabble word: FLOWERER,noun,14,true,8,F,R
FLOWEREST,Valid English Scrabble word: FLOWEREST,noun,15,true,9,F,T
FLOWERING,Valid English Scrabble word: FLOWERING,noun,16,true,9,F,G
FLOWERLY,Valid English Scrabble word: FLOWERLY,noun,17,true,8,F,Y
FLOWERMENT,Valid English Scrabble word: FLOWERMENT,noun,18,true,10,F,T
FLOWERNESS,Valid English Scrabble word: FLOWERNESS,noun,16,true,10,F,S
FLOWERS,Valid English Scrabble word: FLOWERS,noun,13,true,7,F,S
FLOWERTION,Valid English Scrabble word: FLOWERTION,noun,16,true,10,F,N
FO,Valid English Scrabble word: FO,noun,5,true,2,F,O
FU,Valid English Scrabble word: FU,noun,5,true,2,F,U
FUZZ,Valid English Scrabble word: FUZZ,noun,25,true,4,F,Z
GA,Valid English Scrabble word: GA,noun,3,true,2,G,A
GE,Valid English Scrabble word: GE,noun,3,true,2,G,E
GI,Valid English Scrabble word: GI,noun,3,true,2,G,I
GO,Valid English Scrabble word: GO,noun,3,true,2,G,O
GOOD,Valid English Scrabble word: GOOD,noun,6,true,4,G,D
GU,Valid English Scrabble word: GU,noun,3,true,2,G,U
HA,Valid English Scrabble word: HA,noun,5,true,2,H,A
HE,Valid English Scrabble word: HE,noun,5,true,2,H,E
HI,Valid English Scrabble word: HI,noun,5,true,2,H,I
HO,Valid English Scrabble word: HO,noun,5,true,2,H,O
HOT,Valid English Scrabble word: HOT,noun,6,true,3,H,T
HOUSE,Valid English Scrabble word: HOUSE,noun,8,true,5,H,E
HOUSEED,Valid English Scrabble word: HOUSEED,noun,11,true,7,H,D
HOUSEER,Valid English Scrabble word: HOUSEER,noun,10,true,7,H,R
HOUSEEST,Valid English Scrabble word: HOUSEEST,noun,11,true,8,H,T
HOUSEING,Valid English Scrabble word: HOUSEING,noun,12,true,8,H,G
HOUSELY,Valid English Scrabble word: HOUSELY,noun,13,true,7,H,Y
HOUSEMENT,Valid English Scrabble word: HOUSEMENT,noun,14,true,9,H,T
HOUSENESS,Valid English Scrabble word: HOUSENESS,noun,12,true,9,H,S
HOUSES,Valid English Scrabble word: HOUSES,noun,9,true,6,H,S
HOUSETION,Valid English Scrabble word: HOUSETION,noun,12,true,9,H,N
HU,Valid English Scrabble word: HU,noun,5,true,2,H,U
IB,Valid English Scrabble word: IB,noun,4,true,2,I,B
IC,Valid English Scrabble word: IC,noun,4,true,2,I,C
ID,Valid English Scrabble word: ID,noun,3,true,2,I,D
IF,Valid English Scrabble word: IF,noun,5,true,2,I,F
IG,Valid English Scrabble word: IG,noun,3,true,2,I,G
IH,Valid English Scrabble word: IH,noun,5,true,2,I,H
IJ,Valid English Scrabble word: IJ,noun,9,true,2,I,J
IK,Valid English Scrabble word: IK,noun,6,true,2,I,K
IL,Valid English Scrabble word: IL,noun,2,true,2,I,L
IM,Valid English Scrabble word: IM,noun,4,true,2,I,M
IN,Valid English Scrabble word: IN,noun,2,true,2,I,N
INTERBOOK,Valid English Scrabble word: INTERBOOK,noun,15,true,9,I,K
INTERCAR,Valid English Scrabble word: INTERCAR,noun,10,true,8,I,R
INTERCAT,Valid English Scrabble word: INTERCAT,noun,10,true,8,I,T
INTERCHAIR,Valid English Scrabble word: INTERCHAIR,noun,15,true,10,I,R
INTERCITY,Valid English Scrabble word: INTERCITY,noun,14,true,9,I,Y
INTERCOUNTRY,Valid English Scrabble word: INTERCOUNTRY,noun,17,true,12,I,Y
INTERDAY,Valid English Scrabble word: INTERDAY,noun,12,true,8,I,Y
INTERDOG,Valid English Scrabble word: INTERDOG,noun,10,true,8,I,G
INTERDOOR,Valid English Scrabble word: INTERDOOR,noun,10,true,9,I,R
INTERFLOWER,Valid English Scrabble word: INTERFLOWER,noun,17,true,11,I,R
INTERHOUSE,Valid English Scrabble word: INTERHOUSE,noun,13,true,10,I,E
INTERLIFE,Valid English Scrabble word: INTERLIFE,noun,12,true,9,I,E
INTERNIGHT,Valid English Scrabble word: INTERNIGHT,noun,14,true,10,I,T
INTERROAD,Valid English Scrabble word: INTERROAD,noun,10,true,9,I,D
INTERSUN,Valid English Scrabble word: INTERSUN,noun,8,true,8,I,N
INTERTABLE,Valid English Scrabble word: INTERTABLE,noun,12,true,10,I,E
INTERTIME,Valid English Scrabble word: INTERTIME,noun,11,true,9,I,E
INTERTREE,Valid English Scrabble word: INTERTREE,noun,9,true,9,I,E
INTERWINDOW,Valid English Scrabble word: INTERWINDOW,noun,18,true,11,I,W
INTERWORLD,Valid English Scrabble word: INTERWORLD,noun,14,true,10,I,D
IP,Valid English Scrabble word: IP,noun,4,true,2,I,P
IQ,Valid English Scrabble word: IQ,noun,11,true,2,I,Q
IR,Valid English Scrabble word: IR,noun,2,true,2,I,R
IS,Valid English Scrabble word: IS,noun,2,true,2,I,S
IT,Valid English Scrabble word: IT,noun,2,true,2,I,T
IV,Valid English Scrabble word: IV,noun,5,true,2,I,V
IW,Valid English Scrabble word: IW,noun,5,true,2,I,W
IX,Valid English Scrabble word: IX,noun,9,true,2,I,X
IY,Valid English Scrabble word: IY,noun,5,true,2,I,Y
IZ,Valid English Scrabble word: IZ,noun,11,true,2,I,Z
JA,Valid English Scrabble word: JA,noun,9,true,2,J,A
JAZZ,Valid English Scrabble word: JAZZ,noun,29,true,4,J,Z
JE,Valid English Scrabble word: JE,noun,9,true,2,J,E
JI,Valid English Scrabble word: JI,noun,9,true,2,J,I
JO,Valid English Scrabble word: JO,noun,9,true,2,J,O
JU,Valid English Scrabble word: JU,noun,9,true,2,J,U
KA,Valid English Scrabble word: KA,noun,6,true,2,K,A
KE,Valid English Scrabble word: KE,noun,6,true,2,K,E
LIFE,Valid English Scrabble word: LIFE,noun,7,true,4,L,E
LIFEED,Valid English Scrabble word: LIFEED,noun,10,true,6,L,D
LIFEER,Valid English Scrabble word: LIFEER,noun,9,true,6,L,R
LIFEEST,Valid English Scrabble word: LIFEEST,noun,10,true,7,L,T
LIFEING,Valid English Scrabble word: LIFEING,noun,11,true,7,L,G
LIFELY,Valid English Scrabble word: LIFELY,noun,12,true,6,L,Y
LIFEMENT,Valid English Scrabble word: LIFEMENT,noun,13,true,8,L,T
LIFENESS,Valid English Scrabble word: LIFENESS,noun,11,true,8,L,S
LIFETION,Valid English Scrabble word: LIFETION,noun,11,true,8,L,N
LYNX,Valid English Scrabble word: LYNX,noun,14,true,4,L,X
MOON,Valid English Scrabble word: MOON,noun,6,true,4,M,N
NEW,Valid English Scrabble word: NEW,noun,6,true,3,N,W
NIGHT,Valid English Scrabble word: NIGHT,noun,9,true,5,N,T
NIGHTED,Valid English Scrabble word: NIGHTED,noun,12,true,7,N,D
NIGHTER,Valid English Scrabble word: NIGHTER,noun,11,true,7,N,R
NIGHTEST,Valid English Scrabble word: NIGHTEST,noun,12,true,8,N,T
NIGHTING,Valid English Scrabble word: NIGHTING,noun,13,true,8,N,G
NIGHTLY,Valid English Scrabble word: NIGHTLY,noun,14,true,7,N,Y
NIGHTMENT,Valid English Scrabble word: NIGHTMENT,noun,15,true,9,N,T
NIGHTNESS,Valid English Scrabble word: NIGHTNESS,noun,13,true,9,N,S
NIGHTTION,Valid English Scrabble word: NIGHTTION,noun,13,true,9,N,N
OLD,Valid English Scrabble word: OLD,noun,4,true,3,O,D
ONYX,Valid English Scrabble word: ONYX,noun,14,true,4,O,X
OVERBOOK,Valid English Scrabble word: OVERBOOK,noun,17,true,8,O,K
OVERCAR,Valid English Scrabble word: OVERCAR,noun,12,true,7,O,R
OVERCAT,Valid English Scrabble word: OVERCAT,noun,12,true,7,O,T
OVERCHAIR,Valid English Scrabble word: OVERCHAIR,noun,17,true,9,O,R
OVERCITY,Valid English Scrabble word: OVERCITY,noun,16,true,8,O,Y
OVERCOUNTRY,Valid English Scrabble word: OVERCOUNTRY,noun,19,true,11,O,Y
OVERDAY,Valid English Scrabble word: OVERDAY,noun,14,true,7,O,Y
OVERDOG,Valid English Scrabble word: OVERDOG,noun,12,true,7,O,G
OVERDOOR,Valid English Scrabble word: OVERDOOR,noun,12,true,8,O,R
OVERFLOWER,Valid English Scrabble word: OVERFLOWER,noun,19,true,10,O,R
OVERHOUSE,Valid English Scrabble word: OVERHOUSE,noun,15,true,9,O,E
OVERLIFE,Valid English Scrabble word: OVERLIFE,noun,14,true,8,O,E
OVERNIGHT,Valid English Scrabble word: OVERNIGHT,noun,16,true,9,O,T
OVERROAD,Valid English Scrabble word: OVERROAD,noun,12,true,8,O,D
OVERSUN,Valid English Scrabble word: OVERSUN,noun,10,true,7,O,N
OVERTABLE,Valid English Scrabble word: OVERTABLE,noun,14,true,9,O,E
OVERTIME,Valid English Scrabble word: OVERTIME,noun,13,true,8,O,E
OVERTREE,Valid English Scrabble word: OVERTREE,noun,11,true,8,O,E
OVERWINDOW,Valid English Scrabble word: OVERWINDOW,noun,20,true,10,O,W
OVERWORLD,Valid English Scrabble word: OVERWORLD,noun,16,true,9,O,D
OXEN,Valid English Scrabble word: OXEN,noun,11,true,4,O,N
PLAY,Valid English Scrabble word: PLAY,noun,9,true,4,P,Y
PLAYED,Valid English Scrabble word: PLAYED,noun,12,true,6,P,D
PLAYER,Valid English Scrabble word: PLAYER,noun,11,true,6,P,R
PLAYERS,Valid English Scrabble word: PLAYERS,noun,12,true,7,P,S
PLAYING,Valid English Scrabble word: PLAYING,noun,13,true,7,P,G
PLAYS,Valid English Scrabble word: PLAYS,noun,10,true,5,P,S
PREBOOK,Valid English Scrabble word: PREBOOK,noun,15,true,7,P,K
PRECAR,Valid English Scrabble word: PRECAR,noun,10,true,6,P,R
PRECAT,Valid English Scrabble word: PRECAT,noun,10,true,6,P,T
PRECHAIR,Valid English Scrabble word: PRECHAIR,noun,15,true,8,P,R
PRECITY,Valid English Scrabble word: PRECITY,noun,14,true,7,P,Y
PRECOUNTRY,Valid English Scrabble word: PRECOUNTRY,noun,17,true,10,P,Y
PREDAY,Valid English Scrabble word: PREDAY,noun,12,true,6,P,Y
PREDOG,Valid English Scrabble word: PREDOG,noun,10,true,6,P,G
PREDOOR,Valid English Scrabble word: PREDOOR,noun,10,true,7,P,R
PREFLOWER,Valid English Scrabble word: PREFLOWER,noun,17,true,9,P,R
PREHOUSE,Valid English Scrabble word: PREHOUSE,noun,13,true,8,P,E
PRELIFE,Valid English Scrabble word: PRELIFE,noun,12,true,7,P,E
PRENIGHT,Valid English Scrabble word: PRENIGHT,noun,14,true,8,P,T
PREROAD,Valid English Scrabble word: PREROAD,noun,10,true,7,P,D
PRESUN,Valid English Scrabble word: PRESUN,noun,8,true,6,P,N
PRETABLE,Valid English Scrabble word: PRETABLE,noun,12,true,8,P,E
PRETIME,Valid English Scrabble word: PRETIME,noun,11,true,7,P,E
PRETREE,Valid English Scrabble word: PRETREE,noun,9,true,7,P,E
PREWINDOW,Valid English Scrabble word: PREWINDOW,noun,18,true,9,P,W
PREWORLD,Valid English Scrabble word: PREWORLD,noun,14,true,8,P,D
QUAY,Valid English Scrabble word: QUAY,noun,16,true,4,Q,Y
QUID,Valid English Scrabble word: QUID,noun,14,true,4,Q,D
QUIP,Valid English Scrabble word: QUIP,noun,15,true,4,Q,P
QUIZ,Valid English Scrabble word: QUIZ,noun,22,true,4,Q,Z
RAIN,Valid English Scrabble word: RAIN,noun,4,true,4,R,N
REBOOK,Valid English Scrabble word: REBOOK,noun,12,true,6,R,K
RECAR,Valid English Scrabble word: RECAR,noun,7,true,5,R,R
RECAT,Valid English Scrabble word: RECAT,noun,7,true,5,R,T
RECHAIR,Valid English Scrabble word: RECHAIR,noun,12,true,7,R,R
RECITY,Valid English Scrabble word: RECITY,noun,11,true,6,R,Y
RECOUNTRY,Valid English Scrabble word: RECOUNTRY,noun,14,true,9,R,Y
REDAY,Valid English Scrabble word: REDAY,noun,9,true,5,R,Y
REDOG,Valid English Scrabble word: REDOG,noun,7,true,5,R,G
REDOOR,Valid English Scrabble word: REDOOR,noun,7,true,6,R,R
REFLOWER,Valid English Scrabble word: REFLOWER,noun,14,true,8,R,R
REHOUSE,Valid English Scrabble word: REHOUSE,noun,10,true,7,R,E
RELIFE,Valid English Scrabble word: RELIFE,noun,9,true,6,R,E
RENIGHT,Valid English Scrabble word: RENIGHT,noun,11,true,7,R,T
REROAD,Valid English Scrabble word: REROAD,noun,7,true,6,R,D
RESUN,Valid English Scrabble word: RESUN,noun,5,true,5,R,N
RETABLE,Valid English Scrabble word: RETABLE,noun,9,true,7,R,E
RETIME,Valid English Scrabble word: RETIME,noun,8,true,6,R,E
RETREE,Valid English Scrabble word: RETREE,noun,6,true,6,R,E
REWINDOW,Valid English Scrabble word: REWINDOW,noun,15,true,8,R,W
REWORLD,Valid English Scrabble word: REWORLD,noun,11,true,7,R,D
ROAD,Valid English Scrabble word: ROAD,noun,5,true,4,R,D
ROADED,Valid English Scrabble word: ROADED,noun,8,true,6,R,D
ROADER,Valid English Scrabble word: ROADER,noun,7,true,6,R,R
ROADEST,Valid English Scrabble word: ROADEST,noun,8,true,7,R,T
ROADING,Valid English Scrabble word: ROADING,noun,9,true,7,R,G
ROADLY,Valid English Scrabble word: ROADLY,noun,10,true,6,R,Y
ROADMENT,Valid English Scrabble word: ROADMENT,noun,11,true,8,R,T
ROADNESS,Valid English Scrabble word: ROADNESS,noun,9,true,8,R,S
ROADS,Valid English Scrabble word: ROADS,noun,6,true,5,R,S
ROADTION,Valid English Scrabble word: ROADTION,noun,9,true,8,R,N
SLEEP,Valid English Scrabble word: SLEEP,noun,7,true,5,S,P
SLEEPER,Valid English Scrabble word: SLEEPER,noun,9,true,7,S,R
SLEEPERS,Valid English Scrabble word: SLEEPERS,noun,10,true,8,S,S
SLEEPING,Valid English Scrabble word: SLEEPING,noun,11,true,8,S,G
SLEEPS,Valid English Scrabble word: SLEEPS,noun,8,true,6,S,S
SLEPT,Valid English Scrabble word: SLEPT,noun,7,true,5,S,T
SMALL,Valid English Scrabble word: SMALL,noun,7,true,5,S,L
SNOW,Valid English Scrabble word: SNOW,noun,7,true,4,S,W
STAR,Valid English Scrabble word: STAR,noun,4,true,4,S,R
SUBBOOK,Valid English Scrabble word: SUBBOOK,noun,15,true,7,S,K
SUBCAR,Valid English Scrabble word: SUBCAR,noun,10,true,6,S,R
SUBCAT,Valid English Scrabble word: SUBCAT,noun,10,true,6,S,T
SUBCHAIR,Valid English Scrabble word: SUBCHAIR,noun,15,true,8,S,R
SUBCITY,Valid English Scrabble word: SUBCITY,noun,14,true,7,S,Y
SUBCOUNTRY,Valid English Scrabble word: SUBCOUNTRY,noun,17,true,10,S,Y
SUBDAY,Valid English Scrabble word: SUBDAY,noun,12,true,6,S,Y
SUBDOG,Valid English Scrabble word: SUBDOG,noun,10,true,6,S,G
SUBDOOR,Valid English Scrabble word: SUBDOOR,noun,10,true,7,S,R
SUBFLOWER,Valid English Scrabble word: SUBFLOWER,noun,17,true,9,S,R
SUBHOUSE,Valid English Scrabble word: SUBHOUSE,noun,13,true,8,S,E
SUBLIFE,Valid English Scrabble word: SUBLIFE,noun,12,true,7,S,E
SUBNIGHT,Valid English Scrabble word: SUBNIGHT,noun,14,true,8,S,T
SUBROAD,Valid English Scrabble word: SUBROAD,noun,10,true,7,S,D
SUBSUN,Valid English Scrabble word: SUBSUN,noun,8,true,6,S,N
SUBTABLE,Valid English Scrabble word: SUBTABLE,noun,12,true,8,S,E
SUBTIME,Valid English Scrabble word: SUBTIME,noun,11,true,7,S,E
SUBTREE,Valid English Scrabble word: SUBTREE,noun,9,true,7,S,E
SUBWINDOW,Valid English Scrabble word: SUBWINDOW,noun,18,true,9,S,W
SUBWORLD,Valid English Scrabble word: SUBWORLD,noun,14,true,8,S,D
SUN,Valid English Scrabble word: SUN,noun,3,true,3,S,N
SUNED,Valid English Scrabble word: SUNED,noun,6,true,5,S,D
SUNER,Valid English Scrabble word: SUNER,noun,5,true,5,S,R
SUNEST,Valid English Scrabble word: SUNEST,noun,6,true,6,S,T
SUNING,Valid English Scrabble word: SUNING,noun,7,true,6,S,G
SUNLY,Valid English Scrabble word: SUNLY,noun,8,true,5,S,Y
SUNMENT,Valid English Scrabble word: SUNMENT,noun,9,true,7,S,T
SUNNESS,Valid English Scrabble word: SUNNESS,noun,7,true,7,S,S
SUNTION,Valid English Scrabble word: SUNTION,noun,7,true,7,S,N
TABLE,Valid English Scrabble word: TABLE,noun,7,true,5,T,E
TABLEED,Valid English Scrabble word: TABLEED,noun,10,true,7,T,D
TABLEER,Valid English Scrabble word: TABLEER,noun,9,true,7,T,R
TABLEEST,Valid English Scrabble word: TABLEEST,noun,10,true,8,T,T
TABLEING,Valid English Scrabble word: TABLEING,noun,11,true,8,T,G
TABLELY,Valid English Scrabble word: TABLELY,noun,12,true,7,T,Y
TABLEMENT,Valid English Scrabble word: TABLEMENT,noun,13,true,9,T,T
TABLENESS,Valid English Scrabble word: TABLENESS,noun,11,true,9,T,S
TABLES,Valid English Scrabble word: TABLES,noun,8,true,6,T,S
TABLETION,Valid English Scrabble word: TABLETION,noun,11,true,9,T,N
TIME,Valid English Scrabble word: TIME,noun,6,true,4,T,E
TIMEED,Valid English Scrabble word: TIMEED,noun,9,true,6,T,D
TIMEER,Valid English Scrabble word: TIMEER,noun,8,true,6,T,R
TIMEEST,Valid English Scrabble word: TIMEEST,noun,9,true,7,T,T
TIMEING,Valid English Scrabble word: TIMEING,noun,10,true,7,T,G
TIMELY,Valid English Scrabble word: TIMELY,noun,11,true,6,T,Y
TIMEMENT,Valid English Scrabble word: TIMEMENT,noun,12,true,8,T,T
TIMENESS,Valid English Scrabble word: TIMENESS,noun,10,true,8,T,S
TIMETION,Valid English Scrabble word: TIMETION,noun,10,true,8,T,N
TREE,Valid English Scrabble word: TREE,noun,4,true,4,T,E
TREEED,Valid English Scrabble word: TREEED,noun,7,true,6,T,D
TREEER,Valid English Scrabble word: TREEER,noun,6,true,6,T,R
TREEEST,Valid English Scrabble word: TREEEST,noun,7,true,7,T,T
TREEING,Valid English Scrabble word: TREEING,noun,8,true,7,T,G
TREELY,Valid English Scrabble word: TREELY,noun,9,true,6,T,Y
TREEMENT,Valid English Scrabble word: TREEMENT,noun,10,true,8,T,T
TREENESS,Valid English Scrabble word: TREENESS,noun,8,true,8,T,S
TREES,Valid English Scrabble word: TREES,noun,5,true,5,T,S
TREETION,Valid English Scrabble word: TREETION,noun,8,true,8,T,N
UGLY,Valid English Scrabble word: UGLY,noun,8,true,4,U,Y
UNBOOK,Valid English Scrabble word: UNBOOK,noun,12,true,6,U,K
UNCAR,Valid English Scrabble word: UNCAR,noun,7,true,5,U,R
UNCAT,Valid English Scrabble word: UNCAT,noun,7,true,5,U,T
UNCHAIR,Valid English Scrabble word: UNCHAIR,noun,12,true,7,U,R
UNCITY,Valid English Scrabble word: UNCITY,noun,11,true,6,U,Y
UNCOUNTRY,Valid English Scrabble word: UNCOUNTRY,noun,14,true,9,U,Y
UNDAY,Valid English Scrabble word: UNDAY,noun,9,true,5,U,Y
UNDOG,Valid English Scrabble word: UNDOG,noun,7,true,5,U,G
UNDOOR,Valid English Scrabble word: UNDOOR,noun,7,true,6,U,R
UNFLOWER,Valid English Scrabble word: UNFLOWER,noun,14,true,8,U,R
UNHOUSE,Valid English Scrabble word: UNHOUSE,noun,10,true,7,U,E
UNLIFE,Valid English Scrabble word: UNLIFE,noun,9,true,6,U,E
UNNIGHT,Valid English Scrabble word: UNNIGHT,noun,11,true,7,U,T
UNROAD,Valid English Scrabble word: UNROAD,noun,7,true,6,U,D
UNSUN,Valid English Scrabble word: UNSUN,noun,5,true,5,U,N
UNTABLE,Valid English Scrabble word: UNTABLE,noun,9,true,7,U,E
UNTIME,Valid English Scrabble word: UNTIME,noun,8,true,6,U,E
UNTREE,Valid English Scrabble word: UNTREE,noun,6,true,6,U,E
UNWINDOW,Valid English Scrabble word: UNWINDOW,noun,15,true,8,U,W
UNWORLD,Valid English Scrabble word: UNWORLD,noun,11,true,7,U,D
WATER,Valid English Scrabble word: WATER,noun,8,true,5,W,R
WAXY,Valid English Scrabble word: WAXY,noun,17,true,4,W,Y
WIND,Valid English Scrabble word: WIND,noun,8,true,4,W,D
WINDOW,Valid English Scrabble word: WINDOW,noun,13,true,6,W,W
WINDOWED,Valid English Scrabble word: WINDOWED,noun,16,true,8,W,D
WINDOWER,Valid English Scrabble word: WINDOWER,noun,15,true,8,W,R
WINDOWEST,Valid English Scrabble word: WINDOWEST,noun,16,true,9,W,T
WINDOWING,Valid English Scrabble word: WINDOWING,noun,17,true,9,W,G
WINDOWLY,Valid English Scrabble word: WINDOWLY,noun,18,true,8,W,Y
WINDOWMENT,Valid English Scrabble word: WINDOWMENT,noun,19,true,10,W,T
WINDOWNESS,Valid English Scrabble word: WINDOWNESS,noun,17,true,10,W,S
WINDOWS,Valid English Scrabble word: WINDOWS,noun,14,true,7,W,S
WINDOWTION,Valid English Scrabble word: WINDOWTION,noun,17,true,10,W,N
WIXY,Valid English Scrabble word: WIXY,noun,17,true,4,W,Y
WORLD,Valid English Scrabble word: WORLD,noun,9,true,5,W,D
WORLDED,Valid English Scrabble word: WORLDED,noun,12,true,7,W,D
WORLDER,Valid English Scrabble word: WORLDER,noun,11,true,7,W,R
WORLDEST,Valid English Scrabble word: WORLDEST,noun,12,true,8,W,T
WORLDING,Valid English Scrabble word: WORLDING,noun,13,true,8,W,G
WORLDLY,Valid English Scrabble word: WORLDLY,noun,14,true,7,W,Y
WORLDMENT,Valid English Scrabble word: WORLDMENT,noun,15,true,9,W,T
WORLDNESS,Valid English Scrabble word: WORLDNESS,noun,13,true,9,W,S
WORLDTION,Valid English Scrabble word: WORLDTION,noun,13,true,9,W,N
YOUNG,Valid English Scrabble word: YOUNG,noun,9,true,5,Y,G
ZEAL,Valid English Scrabble word: ZEAL,noun,13,true,4,Z,L
ZONE,Valid English Scrabble word: ZONE,noun,13,true,4,Z,E
